GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0061572	actin filament bundle organization	0.0175775741120057	0.0175775741120057	+1	LIMCH1,CX3CL1,SFRP1,FERMT2,FAM171A1,NRP1,TJP1,ARHGAP28,MYO1B
GO:0051145	smooth muscle cell differentiation	0.018501110511898	0.018501110511898	+1	ZEB1,PRDM6,SGCB,GATA6,FGFR2,TBX2
GO:0018105	peptidyl-serine phosphorylation	0.0185044390157692	0.0185044390157692	+1	IFNA4,PTGS2,RET,BRSK1,NTF4,CAV1
GO:0070098	chemokine-mediated signaling pathway	0.0185432967049387	0.0185432967049387	+1	CCL3,CX3CL1,ACKR3,CCR7,ROBO1,CXCL12
GO:0070555	response to interleukin-1	0.0185432967049387	0.0185432967049387	+1	CCL3,TRIM63,NLRP7,CX3CL1,SFRP1,RORA,GHR
GO:0050920	regulation of chemotaxis	0.0185432967049387	0.0185432967049387	+1	CCL3,DEFB124,SEMA4F,CCR7,MTUS1,SMOC2,ROBO1,NOVA2,CXCL12,NRP1
GO:0043149	stress fiber assembly	0.0187854064615109	0.0187854064615109	+1	LIMCH1,SFRP1,FERMT2,FAM171A1,NRP1,TJP1,ARHGAP28
GO:0034694	response to prostaglandin	0.0187854064615109	0.0187854064615109	+1	SCN11A,CCR7,SFRP1,TGFBR3
GO:0030038	contractile actin filament bundle assembly	0.0187854064615109	0.0187854064615109	+1	LIMCH1,SFRP1,FERMT2,FAM171A1,NRP1,TJP1,ARHGAP28
GO:0001837	epithelial to mesenchymal transition	0.0187854064615109	0.0187854064615109	+1	LRP6,SFRP1,FERMT2,WWTR1,TGFBR3,EMP2,BMP2,FGFR2,BMP5,IGF1
GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	0.0190746240828351	0.0190746240828351	+1	RET,COL2A1,CX3CL1,EYA4,EYA1
GO:0097485	neuron projection guidance	0.0191834701976245	0.0191834701976245	+1	CDH4,SEMA4F,RET,APBB2,GAP43,FLRT2,ROBO1,NOVA2,CXCL12,NRP1,PTPRM,ADAMTSL1,CHL1
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	0.0191834701976245	0.0191834701976245	+1	RET,CAV1,BCL10,SFRP1
GO:0007411	axon guidance	0.0191834701976245	0.0191834701976245	+1	CDH4,SEMA4F,RET,APBB2,GAP43,FLRT2,ROBO1,NOVA2,CXCL12,NRP1,PTPRM,ADAMTSL1,CHL1
GO:0010837	regulation of keratinocyte proliferation	0.0191834701976245	0.0191834701976245	+1	ZFP36L1,ZEB1,FGFR2,PTPRK,YAP1
GO:0003205	cardiac chamber development	0.0191834701976245	0.0191834701976245	+1	ROBO1,PARVA,NRP1,TGFBR3,BMP2,GATA6,FGFR2,BMP5,TBX2,PROX1
GO:2000107	negative regulation of leukocyte apoptotic process	0.0193417798230888	0.0193417798230888	+1	CD27,BCL10,CCR7,CXCL12,KITLG
GO:2000811	negative regulation of anoikis	0.0195262756060888	0.0195262756060888	+1	CAV1,NTRK2,TLE1
GO:0048704	embryonic skeletal system morphogenesis	0.0195262756060888	0.0195262756060888	+1	COL2A1,ZEB1,SIX4,SATB2,FGFR2,TBX15,EYA1
GO:0098703	calcium ion import across plasma membrane	0.0195266206806806	0.0195266206806806	+1	SLC8A3,CACNA1I,SCN11A
GO:1901888	regulation of cell junction assembly	0.0197067717152138	0.0197067717152138	+1	LIMCH1,CAV1,SFRP1,FERMT2,NTRK2,FLRT2,FARP1,SIX4,NRP1,TJP1
GO:0150077	regulation of neuroinflammatory response	0.0197067717152138	0.0197067717152138	+1	CCL3,PTGS2,CX3CL1
GO:0043124	negative regulation of canonical NF-kappaB signal transduction	0.0200340848649552	0.0200340848649552	+1	RORA,TLE1,ESR1,TGFBR3,NR1H4
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	0.0200340848649552	0.0200340848649552	+1	RET,COL2A1,CX3CL1,KITLG,EYA4,EYA1
GO:0060042	retina morphogenesis in camera-type eye	0.0200623757004115	0.0200623757004115	+1	CABP4,FAT3,NTRK2,LARGE,PTPRM,PROX1
GO:0043536	positive regulation of blood vessel endothelial cell migration	0.0203481104017332	0.0203481104017332	+1	PTGS2,PLK2,NRP1,TGFBR3,RHOJ
GO:1902656	calcium ion import into cytosol	0.0203481104017332	0.0203481104017332	+1	SLC8A3,CACNA1I,SCN11A
GO:0046620	regulation of organ growth	0.020510409982264	0.020510409982264	+1	TGFBR3,GATA6,FGFR2,YAP1,TBX2,PROX1,IGF1
GO:0097746	blood vessel diameter maintenance	0.020510409982264	0.020510409982264	+1	MANF,PTGS2,ITGA1,CAV1,DOCK4,ADRA1B
GO:0035296	regulation of tube diameter	0.020510409982264	0.020510409982264	+1	MANF,PTGS2,ITGA1,CAV1,DOCK4,ADRA1B
GO:1902652	secondary alcohol metabolic process	0.020597843173896	0.020597843173896	+1	CYP46A1,CYP2R1,HSD17B7,PON1,VLDLR,SULT2A1,NR1H4,SERPINA12,APOB
GO:0046325	negative regulation of glucose import	0.020597843173896	0.020597843173896	+1	OSTN,ENPP1,PID1
GO:0002437	inflammatory response to antigenic stimulus	0.020597843173896	0.020597843173896	+1	LTA,IL37,IL36G
GO:0036302	atrioventricular canal development	0.0206442149738109	0.0206442149738109	+1	BMP2,GATA6,TBX2
GO:0035150	regulation of tube size	0.0207880697899703	0.0207880697899703	+1	MANF,PTGS2,ITGA1,CAV1,DOCK4,ADRA1B
GO:0060788	ectodermal placode formation	0.0212991439867687	0.0212991439867687	+1	SIX4,TBX2,PROX1
GO:0071697	ectodermal placode morphogenesis	0.0212991439867687	0.0212991439867687	+1	SIX4,TBX2,PROX1
GO:0003272	endocardial cushion formation	0.0213224943030502	0.0213224943030502	+1	ROBO1,BMP2,BMP5,TBX2
GO:0006937	regulation of muscle contraction	0.0213224943030502	0.0213224943030502	+1	REM1,SLC8A3,PTGS2,CAV1,DOCK4,ADRA1B,CAMK2D,ARHGAP42,DSC2
GO:0018209	peptidyl-serine modification	0.0213294583696908	0.0213294583696908	+1	IFNA4,PTGS2,RET,BRSK1,NTF4,CAV1
GO:0038034	signal transduction in absence of ligand	0.0214271361904125	0.0214271361904125	+1	RET,COL2A1,CX3CL1,KITLG,EYA4,EYA1
GO:0060443	mammary gland morphogenesis	0.0214271361904125	0.0214271361904125	+1	CAV1,ESR1,PGR,FGFR2,TBX2
GO:0060019	radial glial cell differentiation	0.0214271361904125	0.0214271361904125	+1	METTL14,GAP43,CDH2
GO:0071560	cellular response to transforming growth factor beta stimulus	0.0214848988750285	0.0214848988750285	+1	ZFP36L1,AMHR2,CAV1,SMURF2,ZEB1,SFRP1,FERMT2,TGFBR3,BMP2,FGFR2,PTPRK,HPGD,SOX5
GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.021488701363947	0.021488701363947	+1	CCL3,RET,CALCR,CX3CL1,CCR7,FERMT2,NTRK2
GO:0030336	negative regulation of cell migration	0.0215966837938021	0.0215966837938021	+1	IL24,LIMCH1,CX3CL1,SFRP1,PTPRG,ROBO1,CXCL12,MCC,TGFBR3,ADAMTS9,PTPRM,PTPRK,BMP5,CDH11
GO:0032233	positive regulation of actin filament bundle assembly	0.0218107332553712	0.0218107332553712	+1	LIMCH1,CX3CL1,SFRP1,FERMT2,NRP1
GO:0050770	regulation of axonogenesis	0.0218591428081847	0.0218591428081847	+1	CDH4,SEMA4F,RET,BRSK1,NTRK2,ROBO1,CXCL12,NRP1
GO:0001952	regulation of cell-matrix adhesion	0.022024914581098	0.022024914581098	+1	LIMCH1,CX3CL1,CCR7,SFRP1,FERMT2,NRP1,EMP2
GO:0060562	epithelial tube morphogenesis	0.0230868672960543	0.0230868672960543	+1	RET,BCL10,SFRP1,SIX4,ESR1,NRP1,BMP2,ADAMTS16,PGR,FGFR2,EYA1,BMP5,YAP1,TBX2,PROX1
GO:2001234	negative regulation of apoptotic signaling pathway	0.023324720509338	0.023324720509338	+1	PTGS2,COL2A1,CX3CL1,ACKR3,GHITM,CXCL12,NRP1,EYA4,EYA1,BMP5,YAP1,IGF1
GO:0050729	positive regulation of inflammatory response	0.0234401587769231	0.0234401587769231	+1	LTA,CCL3,PTGS2,PTGER3,CX3CL1,CCR7
GO:0071216	cellular response to biotic stimulus	0.0235531807046897	0.0235531807046897	+1	IL37,DEFB124,IL24,IL36G,NLRP7,CX3CL1,PPP1R15B,BCL10
GO:0070374	positive regulation of ERK1 and ERK2 cascade	0.0239436567035493	0.0239436567035493	+1	CCL3,CALCR,CX3CL1,ACKR3,CCR7,FERMT2,BMPER,NRP1,BMP2,FGFR2,IGF1
GO:1990869	cellular response to chemokine	0.0243308832153146	0.0243308832153146	+1	CCL3,CX3CL1,ACKR3,CCR7,ROBO1,CXCL12
GO:1990868	response to chemokine	0.0243308832153146	0.0243308832153146	+1	CCL3,CX3CL1,ACKR3,CCR7,ROBO1,CXCL12
GO:0042063	gliogenesis	0.0243308832153146	0.0243308832153146	+1	LTA,ACAN,CCL3,MOBP,SLC8A3,METTL14,CX3CL1,GAP43,NTRK2,TENM4
GO:0071559	response to transforming growth factor beta	0.0244503075091749	0.0244503075091749	+1	ZFP36L1,AMHR2,CAV1,SMURF2,ZEB1,SFRP1,FERMT2,TGFBR3,BMP2,FGFR2,PTPRK,HPGD,SOX5
GO:0048562	embryonic organ morphogenesis	0.0245476339874381	0.0245476339874381	+1	COL2A1,ZEB1,OTX1,LRIG1,SIX4,SATB2,FGFR2,MYO6,TBX15,EYA1,YAP1,TBX2,PROX1,LRIG3
GO:0009101	glycoprotein biosynthetic process	0.0246711890558491	0.0246711890558491	+1	DPM2,ALG10,ACAN,ST8SIA5
GO:0060037	pharyngeal system development	0.0249652045303732	0.0249652045303732	+1	SIX4,EYA1,BMP5,TBX2
GO:0048706	embryonic skeletal system development	0.0250916983170211	0.0250916983170211	+1	WNT9A,COL2A1,ZEB1,SIX4,SATB2,FGFR2,TBX15,EYA1
GO:0015931	nucleobase-containing compound transport	0.0251954154951318	0.0251954154951318	+1	SLC35D3,CALHM3,ZFP36L1
GO:0070482	response to oxygen levels	0.0254589851647608	0.0254589851647608	+1	LTA,ZFP36L1,SLC8A3,PTGS2,CAV1,STC2,SFRP1,CHCHD2,RORA,CXCL12,TGFBR3,BMP2,GATA6,FGFR2
GO:0045777	positive regulation of blood pressure	0.0261754182423497	0.0261754182423497	+1	MANF,GLP1R,ADRA1B
GO:0001508	action potential	0.0261754182423497	0.0261754182423497	+1	CACNA1I,SCN11A,CAV1,CXADR,NTRK2,CAMK2D,PTPN3
GO:0043534	blood vessel endothelial cell migration	0.0264807168033604	0.0264807168033604	+1	PTGS2,ROBO1,PLK2,NRP1,TGFBR3,EMP2,RHOJ
GO:0019229	regulation of vasoconstriction	0.0266773338063412	0.0266773338063412	+1	PTGS2,CAV1,DOCK4,ADRA1B,ARHGAP42
GO:0014855	striated muscle cell proliferation	0.027079461169926	0.027079461169926	+1	TENM4,TGFBR3,GATA6,FGFR2,YAP1,TBX2
GO:0019218	regulation of steroid metabolic process	0.0271454503366329	0.0271454503366329	+1	RORA,BMP2,NR1H4,SERPINA12,BMP5,APOB,PROX1
GO:0043586	tongue development	0.0271454503366329	0.0271454503366329	+1	NTF4,BNC2,SIX4
GO:0002244	hematopoietic progenitor cell differentiation	0.0277676437285447	0.0277676437285447	+1	HEATR9,SLC8A3,METTL14,SFRP1,ZNF784,EML1,KITLG,DACT2
GO:0007160	cell-matrix adhesion	0.0278375232846864	0.0278375232846864	+1	LIMCH1,ITGA1,CX3CL1,FGL1,CCR7,SFRP1,FERMT2,NRP1,EMP2,ADAMTS9,PTPRK
GO:1902047	polyamine transmembrane transport	0.0278375232846864	0.0278375232846864	+1	ATP13A4,SLC22A16,SLC22A3
GO:0051492	regulation of stress fiber assembly	0.0291389635310385	0.0291389635310385	+1	LIMCH1,SFRP1,FERMT2,NRP1,TJP1,ARHGAP28
GO:1903670	regulation of sprouting angiogenesis	0.0294057680004164	0.0294057680004164	+1	BMPER,ADAMTS9,TJP1,RHOJ
GO:0051896	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.0294547059667518	0.0294547059667518	+1	CCL3,RET,CALCR,CX3CL1,CCR7,FERMT2,NTRK2,MUL1,PDE3B,PHLDA3,SERPINA12,IGF1
GO:0042509	regulation of tyrosine phosphorylation of STAT protein	0.0294638100900479	0.0294638100900479	+1	CSH2,IL24,CAV1,GHR,IL12A,IGF1
GO:0007259	receptor signaling pathway via JAK-STAT	0.029564484300805	0.029564484300805	+1	CSH2,IFNA4,IL24,RET,CAV1
GO:2000146	negative regulation of cell motility	0.029564484300805	0.029564484300805	+1	IL24,LIMCH1,CX3CL1,SFRP1,PTPRG,ROBO1,CXCL12,MCC,TGFBR3,ADAMTS9,PTPRM,PTPRK,BMP5,CDH11
GO:0001822	kidney development	0.029588483962736	0.029588483962736	+1	RET,SFRP1,WWTR1,BMPER,SIX4,NRP1,BMP2,ADAMTS16,FGFR2,DACT2,EYA1,HPGD,YAP1,PROX1
GO:0006805	xenobiotic metabolic process	0.0295901565264171	0.0295901565264171	+1	CYP46A1,CYP2R1,FMO4,RORA,CYP4F12,N6AMT1,SULT2A1,SLCO1B1
GO:0071219	cellular response to molecule of bacterial origin	0.0298884435215802	0.0298884435215802	+1	IL37,DEFB124,IL24,IL36G,NLRP7
GO:0110020	regulation of actomyosin structure organization	0.0300482152397897	0.0300482152397897	+1	LIMCH1,SFRP1,FERMT2,NRP1,TJP1,ARHGAP28,PROX1
GO:0030593	neutrophil chemotaxis	0.0303453015544281	0.0303453015544281	+1	CCL3,ITGA1,CX3CL1,CXADR,CCR7
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0303665933556457	0.0303665933556457	+1	CAV1,SMURF2,SOST,SFRP1,BMPER,TGFBR3,BMP2,DACT2,GREM2
GO:0046425	regulation of receptor signaling pathway via JAK-STAT	0.030551141353801	0.030551141353801	+1	CSH2,IFNA4,RET,CAV1
GO:0014032	neural crest cell development	0.0305780723053032	0.0305780723053032	+1	SEMA4F,RET,NRP1,KITLG,PITX2,CDH2
GO:0062012	regulation of small molecule metabolic process	0.0306261164171209	0.0306261164171209	+1	PTGS2,CAV1,PRKAG1,FMO4,RORA,BMP2,NR1H4,ALDOB,SERPINA12,BMP5,APOB,PID1,PROX1,IGF1
GO:0060914	heart formation	0.0308871884683234	0.0308871884683234	+1	ROBO1,EMP2,BMP2,EYA1
GO:0001755	neural crest cell migration	0.0310483419331199	0.0310483419331199	+1	SEMA4F,RET,NRP1,KITLG,PITX2
GO:0001764	neuron migration	0.0312746206392604	0.0312746206392604	+1	CX3CL1,APBB2,FAT3,NTRK2,FLRT2,CXCL12,SATB2,NRP1,LARGE
GO:2000209	regulation of anoikis	0.0312746206392604	0.0312746206392604	+1	CAV1,NTRK2,TLE1
GO:0097529	myeloid leukocyte migration	0.0313351300307713	0.0313351300307713	+1	CCL3,DEFB124,ITGA1,CX3CL1,CXADR,CCR7,MTUS1,CXCL12,EMP2,KITLG
GO:0007260	tyrosine phosphorylation of STAT protein	0.0316374743471882	0.0316374743471882	+1	CSH2,IL24,CAV1,GHR,IL12A,IGF1
GO:0045932	negative regulation of muscle contraction	0.0316665594357249	0.0316665594357249	+1	PTGS2,DOCK4,ARHGAP42
GO:0042180	cellular ketone metabolic process	0.0324846021775104	0.0324846021775104	+1	TPI1,PTGS2,CAV1,CYP46A1,FMO4,CYP4F12,BMP2,NR1H4,TDO2,BMP5,PROX1
GO:0019722	calcium-mediated signaling	0.0324846021775104	0.0324846021775104	+1	REM1,CCL3,CALCR,LMCD1,ACKR3,NCALD,CCR7,CAMK2D
GO:0071711	basement membrane organization	0.0324846021775104	0.0324846021775104	+1	CAV1,FLRT2,PXDN,LARGE
GO:0030901	midbrain development	0.0324846021775104	0.0324846021775104	+1	WLS,COX6B1,LRP6,SFRP1,OTX1
GO:0032496	response to lipopolysaccharide	0.0324846021775104	0.0324846021775104	+1	LTA,IL37,IL24,IL36G,PTGS2,NLRP7
GO:0097696	receptor signaling pathway via STAT	0.0324846021775104	0.0324846021775104	+1	CSH2,IFNA4,IL24,RET,CAV1
GO:0006957	complement activation, alternative pathway	0.0324846021775104	0.0324846021775104	+1	C7,C8A,C8B
GO:0062014	negative regulation of small molecule metabolic process	0.0324846021775104	0.0324846021775104	+1	FMO4,BMP2,ALDOB,SERPINA12,BMP5,PID1,PROX1
GO:0046717	acid secretion	0.0324846021775104	0.0324846021775104	+1	PTGER3,SLC22A16,APBA1
GO:0008584	male gonad development	0.0324944242435716	0.0324944242435716	+1	INSL3,AMHR2,EIF2S2,SFRP1,SIX4,ESR1,KITLG,GATA6
GO:0043010	camera-type eye development	0.0328722935377055	0.0328722935377055	+1	WNT9A,RET,CABP4,ZEB1,FAT3,NTRK2,CRYBG3,NRP1,RHOJ,LARGE,PTPRM,PITX2,TBX2,PROX1,FAT1
GO:0060390	regulation of SMAD protein signal transduction	0.0328781784235583	0.0328781784235583	+1	SPTBN1,BMPER,TGFBR3,BMP2,BMP5
GO:0008203	cholesterol metabolic process	0.0331132635376545	0.0331132635376545	+1	CYP46A1,HSD17B7,PON1,VLDLR,SULT2A1,NR1H4,SERPINA12,APOB
GO:0046546	development of primary male sexual characteristics	0.0334363594195637	0.0334363594195637	+1	INSL3,AMHR2,EIF2S2,SFRP1,SIX4,ESR1,KITLG,GATA6
GO:0035909	aorta morphogenesis	0.0334971543438144	0.0334971543438144	+1	ADAMTS9,EYA1,TBX2,PROX1
GO:1904892	regulation of receptor signaling pathway via STAT	0.0338955033069969	0.0338955033069969	+1	CSH2,IFNA4,RET,CAV1
GO:0031016	pancreas development	0.0338955033069969	0.0338955033069969	+1	WLS,GATA6,CDH2,BMP5,MEIS2,PROX1
GO:0072001	renal system development	0.0344192662370841	0.0344192662370841	+1	RET,SFRP1,WWTR1,BMPER,SIX4,NRP1,BMP2,ADAMTS16,FGFR2,DACT2,EYA1,HPGD,YAP1,PROX1
GO:1901099	negative regulation of signal transduction in absence of ligand	0.0344192662370841	0.0344192662370841	+1	COL2A1,CX3CL1,EYA4,EYA1
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	0.0344192662370841	0.0344192662370841	+1	COL2A1,CX3CL1,EYA4,EYA1
GO:0010575	positive regulation of vascular endothelial growth factor production	0.0344192662370841	0.0344192662370841	+1	PTGS2,CCBE1,RORA
GO:0032692	negative regulation of interleukin-1 production	0.0344192662370841	0.0344192662370841	+1	NLRP7,CX3CL1,NR1H4,IGF1
GO:0060391	positive regulation of SMAD protein signal transduction	0.0346216345804698	0.0346216345804698	+1	BMPER,TGFBR3,BMP2,BMP5
GO:0009408	response to heat	0.0346216345804698	0.0346216345804698	+1	PTGS2,DNAJB1,SCN11A,HSBP1
GO:0045600	positive regulation of fat cell differentiation	0.0346216345804698	0.0346216345804698	+1	ZFP36L1,PTGS2,SFRP1,SOX13,BMP2
GO:0046184	aldehyde biosynthetic process	0.0346216345804698	0.0346216345804698	+1	TPI1,BMP2,BMP5
GO:0060041	retina development in camera-type eye	0.034827794257349	0.034827794257349	+1	RET,CABP4,FAT3,NTRK2,NRP1,RHOJ,LARGE,PTPRM,PROX1
GO:0044344	cellular response to fibroblast growth factor stimulus	0.034941578561586	0.034941578561586	+1	ZFP36L1,SFRP1,FLRT2,SMOC2,SPRY4,FGFR2,TBX2
GO:0043616	keratinocyte proliferation	0.034941578561586	0.034941578561586	+1	ZFP36L1,ZEB1,FGFR2,PTPRK,YAP1
GO:1901890	positive regulation of cell junction assembly	0.0351521083180879	0.0351521083180879	+1	CAV1,SFRP1,FERMT2,NTRK2,FLRT2,NRP1
GO:0061298	retina vasculature development in camera-type eye	0.0356783206728094	0.0356783206728094	+1	NRP1,RHOJ,LARGE
GO:0003015	heart process	0.0361955025715916	0.0361955025715916	+1	SLC8A3,GLP1R,CAV1,ADRA1B,CXADR,CAMK2D,WWTR1,GATA6,DSC2,YAP1,TBX2,KCNN2
GO:0010829	negative regulation of glucose transmembrane transport	0.0362001145217397	0.0362001145217397	+1	OSTN,ENPP1,PID1
GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.0363001370712575	0.0363001370712575	+1	ZFP36L1,CCL3,RET,CALCR,CX3CL1,CCR7,FERMT2,NTRK2,MUL1,PDE3B,PHLDA3,SERPINA12,IGF1
GO:0036314	response to sterol	0.0363001370712575	0.0363001370712575	+1	CCL3,LRP6,RORA
GO:0019933	cAMP-mediated signaling	0.0363001370712575	0.0363001370712575	+1	INSL3,GLP1R,CALCR
GO:0030307	positive regulation of cell growth	0.0364008422776379	0.0364008422776379	+1	CDH4,SFRP1,MUL1,CXCL12,NRP1,N6AMT1,TEAD1,YAP1,IGF1
GO:0097091	synaptic vesicle clustering	0.036448260757251	0.036448260757251	+1	BRSK1,CDH2,PCDH17
GO:0006942	regulation of striated muscle contraction	0.0367845982373825	0.0367845982373825	+1	REM1,SLC8A3,CAV1,ADRA1B,CAMK2D
GO:0046661	male sex differentiation	0.0369241573441901	0.0369241573441901	+1	INSL3,AMHR2,EIF2S2,SFRP1,SIX4,ESR1,KITLG,GATA6,BMP5
GO:0048864	stem cell development	0.0369890299896689	0.0369890299896689	+1	SEMA4F,RET,NRP1,KITLG,PITX2,CDH2
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	0.0376121909873002	0.0376121909873002	+1	CDH4,CXADR,TENM4,CDH2,CADM1
GO:0070252	actin-mediated cell contraction	0.0376121909873002	0.0376121909873002	+1	LIMCH1,CAV1,CAMK2D,PARVA,EMP2,DSC2,KCNN2
GO:1902430	negative regulation of amyloid-beta formation	0.0378699411369862	0.0378699411369862	+1	SPON1,NTRK2,IGF1
GO:0042445	hormone metabolic process	0.0378699411369862	0.0378699411369862	+1	CTSL,CYP46A1,STC2,HSD17B7,GHR,IYD,ESR1,RDH16,BMP2,SULT2A1,BMP5
GO:0032620	interleukin-17 production	0.0378753034682098	0.0378753034682098	+1	LY9,TUSC2,NR1H4,IL12A
GO:0035924	cellular response to vascular endothelial growth factor stimulus	0.0378753034682098	0.0378753034682098	+1	CCBE1,SMOC2,ROBO1,NRP1,IL12A
GO:0032660	regulation of interleukin-17 production	0.0378753034682098	0.0378753034682098	+1	LY9,TUSC2,NR1H4,IL12A
GO:0045444	fat cell differentiation	0.0378753034682098	0.0378753034682098	+1	ZFP36L1,PTGS2,LAMA4,SFRP1,FERMT2,RORA,WWTR1,SOX13,BMP2,ENPP1,YAP1
GO:0003300	cardiac muscle hypertrophy	0.0384812435123776	0.0384812435123776	+1	TRIM63,LMCD1,CAMK2D,SORBS2,GATA6,IGF1
GO:0002455	humoral immune response mediated by circulating immunoglobulin	0.0386449806520361	0.0386449806520361	+1	LTA,C7,C8A,C8B,C6
GO:0033622	integrin activation	0.039180729085335	0.039180729085335	+1	CX3CL1,FERMT2,CXCL12
GO:0001649	osteoblast differentiation	0.039180729085335	0.039180729085335	+1	CCL3,SFRP1,FERMT2,SMOC1,WWTR1,SATB2,OSTN,BMP2,FGFR2,YAP1,IGF1
GO:0050769	positive regulation of neurogenesis	0.0400883375059142	0.0400883375059142	+1	LTA,CDH4,ACAN,CX3CL1,NTRK2,TENM4,ROBO1,CXCL12,NRP1,BMP2
GO:0010574	regulation of vascular endothelial growth factor production	0.0400883375059142	0.0400883375059142	+1	PTGS2,CCBE1,RORA
GO:0007405	neuroblast proliferation	0.0400883375059142	0.0400883375059142	+1	ACAN,CX3CL1,EML1,FGFR2,PROX1,SOX5
GO:1903522	regulation of blood circulation	0.041777601851666	0.041777601851666	+1	SLC8A3,PTGS2,GLP1R,CAV1,DOCK4,ADRA1B,CXADR,CAMK2D,ARHGAP42,DSC2,TBX2,KCNN2
GO:0071347	cellular response to interleukin-1	0.041777601851666	0.041777601851666	+1	CCL3,NLRP7,CX3CL1,SFRP1,RORA
GO:0050772	positive regulation of axonogenesis	0.0418956960324985	0.0418956960324985	+1	CDH4,NTRK2,ROBO1,CXCL12,NRP1
GO:0033280	response to vitamin D	0.0429580219652925	0.0429580219652925	+1	PTGS2,STC2,SFRP1
GO:0050918	positive chemotaxis	0.0431528535361101	0.0431528535361101	+1	CCL3,CX3CL1,CXCL12,NRP1,COLEC10
GO:0086065	cell communication involved in cardiac conduction	0.0434843522670351	0.0434843522670351	+1	CAV1,CXADR,CAMK2D,DSC2,KCNN2
GO:0051894	positive regulation of focal adhesion assembly	0.0434843522670351	0.0434843522670351	+1	SFRP1,FERMT2,NRP1
GO:0014897	striated muscle hypertrophy	0.0436953798878557	0.0436953798878557	+1	TRIM63,LMCD1,CAMK2D,SORBS2,GATA6,IGF1
GO:0030510	regulation of BMP signaling pathway	0.0438426107820563	0.0438426107820563	+1	CAV1,SMURF2,SOST,SFRP1,BMPER,GATA6,GREM2
GO:0051384	response to glucocorticoid	0.0438878138978716	0.0438878138978716	+1	ZFP36L1,TRIM63,PTGS2,CALCR
GO:0035904	aorta development	0.043943734928228	0.043943734928228	+1	ROBO1,ADAMTS9,EYA1,TBX2,PROX1
GO:0071774	response to fibroblast growth factor	0.0446062192599087	0.0446062192599087	+1	ZFP36L1,SFRP1,FLRT2,SMOC2,SPRY4,FGFR2,TBX2
GO:0072676	lymphocyte migration	0.0446096741643117	0.0446096741643117	+1	CCL3,GCSAML,RET,CX3CL1,CCR7
GO:0048705	skeletal system morphogenesis	0.0446360758415233	0.0446360758415233	+1	ACAN,COL2A1,ZEB1,SFRP1,GHR,SIX4,SATB2,FGFR2,TBX15,EYA1,SOX5
GO:0002673	regulation of acute inflammatory response	0.0446575612093163	0.0446575612093163	+1	PTGS2,PTGER3,CCR7,OSMR
GO:0050679	positive regulation of epithelial cell proliferation	0.0455220774203799	0.0455220774203799	+1	EPGN,SFRP1,CXCL12,NRP1,FGFR2,EYA1,BMP5,YAP1,PROX1,IGF1
GO:0051496	positive regulation of stress fiber assembly	0.0456912677289737	0.0456912677289737	+1	LIMCH1,SFRP1,FERMT2,NRP1
GO:1902992	negative regulation of amyloid precursor protein catabolic process	0.0462920804948462	0.0462920804948462	+1	SPON1,NTRK2,IGF1
GO:0051962	positive regulation of nervous system development	0.0463377995267811	0.0463377995267811	+1	LTA,CDH4,ACAN,CX3CL1,NTRK2,TENM4,FLRT2,ROBO1,CXCL12,NRP1,BMP2
GO:0071636	positive regulation of transforming growth factor beta production	0.0463673502916204	0.0463673502916204	+1	PTGS2,CX3CL1,GATA6
GO:0060395	SMAD protein signal transduction	0.0467748982054905	0.0467748982054905	+1	SPTBN1,WWTR1,BMPER,TGFBR3,BMP2,BMP5
GO:0014896	muscle hypertrophy	0.0467748982054905	0.0467748982054905	+1	TRIM63,LMCD1,CAMK2D,SORBS2,GATA6,IGF1
GO:0010001	glial cell differentiation	0.0467748982054905	0.0467748982054905	+1	ACAN,MOBP,SLC8A3,METTL14,GAP43,NTRK2,TENM4,SOX13,BMP2,LARGE,CDH2
GO:0031290	retinal ganglion cell axon guidance	0.0471707471586086	0.0471707471586086	+1	SEMA4F,NRP1,PTPRM
GO:0046626	regulation of insulin receptor signaling pathway	0.0472895488766037	0.0472895488766037	+1	SIK2,ENPP1,NR1H4,SERPINA12,PID1
GO:1904018	positive regulation of vasculature development	0.0479248147810857	0.0479248147810857	+1	CCBE1,SMOC2,BMPER,CXCL12,NRP1,EMP2,TJP1,GATA6
GO:0016125	sterol metabolic process	0.0481263065325038	0.0481263065325038	+1	CYP46A1,HSD17B7,PON1,VLDLR,SULT2A1,NR1H4,SERPINA12,APOB
GO:1990266	neutrophil migration	0.0485614087855005	0.0485614087855005	+1	CCL3,ITGA1,CX3CL1,CXADR,CCR7
